A01;Q03;Q04;Q04A;Q04B;Q05;Q06A;Q06B;Q08;Q08C;Q09A1;Q09B1;Q10A1;Q10B1;Q19A;B08A;B08B;pm17B
3992;2;2; ;2;2;1;2;1;1;1;1;3;6;14; ; ;0,988869221
6964;2;1;1; ;2;2;2;1;1;1;3; ; ; ;2;2;0,988869221
23735;2; ;1; ; ;1;1;1;1;1;1;2;6;12;3;3;0,988869221
3373;1;1;1; ;1;1;1;1;2;1;1;4;4;8;3;4;0,988942157
34890;1;1;1; ;2;1;1;1;1;1;1;2; ;14;3;4;0,988942157
1649;2; ;1; ;1;1;1;1;4; ;1; ;6;15; ;1;0,98926374
11560;2;1;1; ;1;1;1;2;1;1;1;7;1;15;3;2;0,989613269
33931;2;1;1; ;1;1;1;1;2;6;1;8;4;13;3;3;0,989613269
44466;2;1;1; ;1;2;1;1;1;1;1;2;6;15;5;5;0,98963991
3103;1;1;1; ;1;1;1;1;1;1;1;3;6;15;5;5;0,989692604
21642;1; ;1; ;1;1;1;2;1;1;1;4;4;16;4;1;0,989692604
25386;1;2; ;2;2;1;1;1;1;1;3; ;8; ;1;1;0,989692604
25406;1;1;1; ;1;1;1;1;1;1;1;4;5;15;3;3;0,989692604
25411;1;1;1; ;1;1;1;1;2;6;6;8;8;16;1;1;0,989692604
25425;1;1;1; ;1;1;1;1;2;1;1;6;6;15;4;4;0,989692604
25438;1;1;1; ;1;1;1;1;2;1;1;6;6;12;1;3;0,989692604
25443;1;1;1; ;1;1;1;1;1;1;1;5;5;12;5;3;0,989692604
25447;1;1;1; ;1;1;2;3;4;6;7; ;9;15;3;3;0,989692604
25451;1;1;1; ;2;1;1;1;1;1;1;2;6;8;1;1;0,989692604
25454;1;1;1; ;2;1;1;1;1;1;1;4;6;14;4;1;0,989692604
25456;1;1;1; ;1;1;1;1;1;1;1;4;4;15; ; ;0,989692604
25461;1;1;1; ;1;1;1;1;1;1;1;6;6; ;1;1;0,989692604
25466;1; ;1; ;2;1;2;1;1;1;1;6;6;16;2;2;0,989692604
25627;1;1;2; ;1;1;1;1;1;1;1;7;6; ;1;1;0,989692604
25664;1;1;1; ;1;1;1;1;1;1;1;2;6;17;2;2;0,989692604
26410;1; ; ;1;2;1;1;1;2;1;1; ; ;16;1;1;0,989692604
26421;1;1;3; ;1;1;1;2;1;1;3;6;8;15;4;2;0,989692604
26422;1;1;1; ;1;1;1;1;1;1;1;6;6; ;3;2;0,989692604
26443;1;1;1; ;1;1;2;1;1;1;1;6;6;16;2;2;0,989692604
26447;1;1;1; ;1;1;1;1;1;1;1;4;4;15;4;3;0,989692604
26460;1;1;1; ;2;1;1;1;1;1;1;3;8;13;1;1;0,989692604
26466;1;1;1; ;1;1;2;1;2;1;1;4;4;12;3;2;0,989692604
26472;1;1;1; ;1;1;1;1;2;1;1;6;6;13;3;2;0,989692604
28199;1;1;1; ;1;1;1;1;1;1;1;6;6; ;1;1;0,989692604
28203;1;1;1; ;2;1;1;1;2;6;3; ; ; ;1;1;0,989692604
28207;1;1;1; ;1;1;1;1;1;1;2;4;6;8;3;5;0,989692604
28209;1;1;1; ;1;1;1;1;1;1;1;2;2; ; ; ;0,989692604
28215;1;1;1; ;1;1;1;1;1;1;1;7;4;12;4;2;0,989692604
28222;1;1;1; ;1;1;1;1;1;1;1;5;6;16;2;2;0,989692604
28230;1;1;1; ;1;1;1;1;1;1;1;5;6;15;3;1;0,989692604
28253;1;1;1; ;2;2;1;1;1;2;3;6;8; ; ; ;0,989692604
28268;1;1;1; ;1;2;2;1;1;1;3;6;8; ;1;1;0,989692604
28269;1; ;1; ;1;1;1;1;2; ;1; ;2; ; ;1;0,989692604
28285; ;1;2; ;2;1;1;1;1;1;1;2;2;13;3;2;0,989692604
28773;1;1;2; ;2;1;2;1;2;4;1; ;6;12;1;1;0,989692604
28778;1;2; ;2;1;1;2;1;2;1;1;7;5;26;5;4;0,989692604
28779;1;1;1; ;1;1;1;1;1;1;3;4;8; ;3;2;0,989692604
28784;1; ;1; ;1;1;2;1;1;1;2;6; ; ; ; ;0,989692604
28812;1;1;1; ;2;1;1;1;1;1;1;6;6; ;1;1;0,989692604
34027;1;1;1; ;1;1;1;1;1;3;3;8;8; ;1;1;0,989692604
34033;1;1;1; ;1;1; ;1;1;1;1; ; ; ;1;1;0,989692604
34285;1;1;1; ;1;1;1;1;1;5;1;5;4;14;4;2;0,989692604
34304;1;1;1; ;1;2;2;1;1;1;1; ; ;12;4;3;0,989692604
34315;1;1;1; ;1;1;1;1;1;1;4;2; ;17;5;4;0,989692604
34323;1;1;1; ;1;1;1;1;1;1;3;7;8; ;1;1;0,989692604
34326;1;1;1; ;1;1;1;1;2;1;3;3;4;13;5;3;0,989692604
34340;1;1;1; ;2;1;1;1;4;7;1;9;5;16;1;1;0,989692604
34348;1;1;1; ;2;1;1;1;2;1;1; ;6; ; ;2;0,989692604
34353;1;1;1; ;1;1;1;1;1;1;1;6;6; ;1;1;0,989692604
34355;1;1;1; ;1;1;1;1;1;1;3;7;8;10;1;1;0,989692604
34364;1;1;1; ;2;1;1;1;2;1;1;7;6;15;2;2;0,989692604
34368;1;1;1; ;1;1;1;1;1;1;1; ; ; ;1;1;0,989692604
34374;1; ;1; ;1;1;1;1;2;1;1;4;4;12;2;4;0,989692604
34384;1;1;1; ;1;1;1;1;1;1;1;4;4;16;4; ;0,989692604
34388;1;1;1; ;1;1;1;1;1;1;1;4;4;17;2;2;0,989692604
34398;1;1;1; ;1;2;2;1;2;1;1;6;6; ;1;1;0,989692604
34399;1;1;1; ;1;1;2;1;1;1;3;7;8; ;1;1;0,989692604
34411;1;1;1; ;1;1;2;1;2;1;1;4;3;14;4;4;0,989692604
34412;1;1;1; ;1;1;2;1;1;1;1;7;2;15;5;2;0,989692604
34413;1;1;1; ;1;1;1;1;1;1;1;4;6;14;5;4;0,989692604
34420;1;1;1; ;1;1;1;1;1;1;3;6;8; ;4;1;0,989692604
34425;1; ;1; ;2;2;2;1;1;2;3; ; ; ;1;1;0,989692604
34440;1;1;1; ;1;1;1;1;1;1;1;7;6; ;1;1;0,989692604
34444;1;1;1; ;1;1;1;1;1;4;1;4;2;16;2;4;0,989692604
34454;1;1;1; ;2;1;2;1;1;4;2;7;8; ;2;2;0,989692604
34475;1;1;1; ;2;1;2;1;2; ; ; ; ;16;2; ;0,989692604
34491;1;1;1; ;2;2;2;1;2;1;1;6;7;14;2;2;0,989692604
34493;1;1;1; ;2;2;2;1;2;5;1;8;5; ; ; ;0,989692604
34494;1;1;1; ;2;1;1;1;2;7;1;9; ;18;5;2;0,989692604
34502;1;1;1; ;1;1;1;1;2;1;2;7;8;14;4;1;0,989692604
34513;1;1;3; ;1;1;1;1;2;4;1;6;6;16;1;2;0,989692604
34521;1;1;1; ;2;1;1;1;1;1;1;6;6; ;1;1;0,989692604
34525;1;1;1; ;1;1;1;1;2;1;1;7;6;13;3;3;0,989692604
34536;1;1;1; ;1;1;1;1;1;1;1;2;5;9;4;4;0,989692604
34539;1;1;1; ;2;1;2;1;1;1;1;2;5;17;2;2;0,989692604
34542;1;1;1; ;1;1;2;1;2;1;4;2;8; ;1;1;0,989692604
34549;1;1;1; ;1;1;1;1;1;1;1;4;5;15;4;4;0,989692604
34553;1;1;1; ;1;1;1;1;1;1;3;7;8; ;1;1;0,989692604
34560;1;1;1; ;2;1;1;1;1;1;1;3; ; ;1;1;0,989692604
34601;1;1;1; ;1;1;1;1;1;5;1;5;6;15;2;2;0,989692604
34616;1;2; ;2;1;1;2;4;2;4;4;8;8;14;1;1;0,989692604
34618;1;1;1; ;1;1;1;1;1;1;3; ; ; ;1;1;0,989692604
34630;1;1;1; ;2;1;3;1;1;1;2;2;8; ;1;1;0,989692604
34638;1;1;1; ;2;1;2;1;1;1;1;2;2;17;1;1;0,989692604
34645;1;1;1; ;2;1;2;1;5;7;6;9; ; ;1;1;0,989692604
34726;1;1;1; ;1;1;1;1;1;1;1;7;6;10;4;1;0,989692604
34736;1;1;1; ;1;1;1;1;1;1;1; ; ;4;5; ;0,989692604
34931;1;1;1; ;1;1;1;1;1;1;6; ; ; ;1;1;0,989692604
34947;1;1;1; ;2;1;2;1;1;1;1; ; ; ;1;1;0,989692604
34948;1;1;1; ;2;1;3;1;1;1;6; ; ;16;1;1;0,989692604
34956;1; ;1; ;2;2;1;1;1; ; ; ; ; ; ; ;0,989692604
34961;1; ;2; ;2;1;1;1;1;1;1;5;5; ;1;1;0,989692604
34963;1;1;1; ;1;1;1;1;1;2;3;8;8;12;1;1;0,989692604
34966;1;1;1; ;1;1;1;1;1;1;1;3;6;15;5;1;0,989692604
35014;1;1;1; ;1;1;1;1;1;1;5;4;6;10;4;4;0,989692604
35015;1; ;1; ;2;1;2;1;4;2;7;8;9;16;4;4;0,989692604
35027;1;1;1; ;1;1;2;1;1;1;1;7;7;15;2;2;0,989692604
35032;1;1;1; ;1;3;3;1;2; ;1; ;6;16; ;1;0,989692604
35274;1;1;1; ;1;2;2;1;2;1;3;6;4; ;1;3;0,989692604
41625;1;1;1; ;2;1;1;1;1;1;1;7;6;15;1;1;0,989692604
41627;1;1;1; ;1;2;1;1;1;1;1;4;4;10;2;1;0,989692604
41633;1;1;1; ;1;1;1;1;1;1;3;7;8; ;2;1;0,989692604
41636;1;1;1; ;2;1;1;1;1;1;1;4;6;13;5;3;0,989692604
41637;1;1;1; ;2;1;1;1;1;1;1;4;6;10;5;1;0,989692604
41639;1;1;1; ;1;1;1;1;1;1;3;3;8;16;1;1;0,989692604
41643;1; ;1; ;2;1;1;1;1;1;1;2;4; ; ; ;0,989692604
41650;1;1;3; ;1;1;1;1; ; ; ; ; ; ; ; ;0,989692604
41667;1;1;1; ;1;1;1;1;1;1;1;5;5; ;4;1;0,989692604
41672;1; ;1; ;2;1;2;1;1;1;3;6;8; ;1;1;0,989692604
41674;1;1;1; ;2;1;1;1;1;1;2; ; ; ;1;1;0,989692604
41679;1;1;1; ;1;1;1;1;1;1;1;6;6;15;4;4;0,989692604
41683;1;1;1; ;1;1;1;1;1;1;1;4;5;14;2;2;0,989692604
45007;1; ;1; ;2;1;1;1;1;1;1;6;6;16;1;1;0,989692604
45015;1;1;2; ;2;2;2;1;1;1;1;2;2;14;1;1;0,989692604
117;2;1;1; ;2;1;1;1;4;7;1;9;6;16; ;1;0,989937419
129;2; ;1; ;1;1;1;1;2;1;2;2;9;14;5;1;0,989937419
8010;2;1;1; ;1;1;1;1;1;1;1;4;4;14;5;5;0,989937419
8013;2;1;1; ;1;1;1;1;2;1;1;5;6;16;2;2;0,989937419
8025;2;1;1; ;2;1;1;1;2;1;7;7;5; ;5;1;0,989937419
8038;2;1;1; ;1;1;1;1;1;1;4;5; ; ;3;2;0,989937419
8043;2;1;1; ;2;2;2;2;1;1;1;2;5;15;3;3;0,989937419
8051;2; ;1; ;2;3;3;1;2;1;7;5; ;15;2; ;0,989937419
15271;2;1;1; ;2;1;1;2;2;1;1; ; ;15;1;4;0,989937419
15281;2;1;1; ;1;1;1;1;1;1;1;6;6;15; ; ;0,989937419
19489;2;1;1; ;1;1;1;1;1;4;1;6;6; ;3;2;0,989937419
19491;2;1;1; ;1;1;1;1;1;1;1;5;5;15;4;4;0,989937419
19498;2;1;1; ;2;1;1;1;1;1;4;7;7;14;4;4;0,989937419
20163;2;1;1; ;2;1;1;1;1;1;1;7;7; ;4;1;0,989937419
20165;2;1;1; ;1;1;1;1;1;1;1;7;7;13;4;3;0,989937419
20168;2;1;1; ;1;1;1;1;1;1;1;6;6; ;2;1;0,989937419
20189;2;1;1; ;1;1;1;1;2;1;2;6;8;15;5;2;0,989937419
27599;2;1;1; ;2;1;1;1;2;1;1;3;6;14;4;2;0,989937419
27600;2;1;1; ;1;2;1;1;1;1;1;2;2;13;4;4;0,989937419
27609;2;1;1; ;2;2;2;1;1;1;2;2;8;14;4;4;0,989937419
27621;2;1;1; ;1;1;1;1;1;2;1;6;4;16;5;4;0,989937419
27628;2; ;1; ;1;1;1;1;2;1;1;7;6;15;5;2;0,989937419
27635;2;1;1; ;1;1;2;1;1;1;2;7;8;14;4;4;0,989937419
27638;2;1;1; ;1;1;1;1;1;1;1;2;6;14;2;2;0,989937419
35407;2;1;1; ;2;1;1;1;1;1;1;2;6; ;1;1;0,989937419
35418;2;1;1; ;1;1;1;1;1;1;1;6;6;15;4;4;0,989937419
35419;2;1;1; ;1;1;1;1;2;1;1;4;4;14;4;4;0,989937419
35424;2;1;1; ;1;1;1;1;1;1;1;1;1; ;1;1;0,989937419
35438;2;1;1; ;1;1;1;1;1;1;1;2;2;14;4;4;0,989937419
35450;2;1;1; ;1;1;1;1;1;1;1;2;5;15;4;4;0,989937419
35461;2;1;1; ;1;1;1;1;1;1;1;4;5;17;2;1;0,989937419
35468;2;1;1; ;1;1;1;1;1;4;1; ;5;16;2;2;0,989937419
35477;2;1;1; ;1;1;1;1;2;1;1;3;6;15;5;5;0,989937419
35484;2;1;1; ;1;1;1;1;1;1;1;4;4;16;2;2;0,989937419
35515;2;1;1; ;1;1;1;1;1;1;1;4;6; ;4;3;0,989937419
35519;2;1;1; ;1;1;1;1;1;5;1;5;6;15;5;5;0,989937419
35521;2;1;1; ;1;1;1;1;2;1;1;6;6;14;4;1;0,989937419
35532;2;1;1; ;1;1;1;1;1;1;1;1;6;13;3;2;0,989937419
38370;2;1;1; ;1;1;1;1;1;1;1;6;2;16;4;4;0,989937419
38382;2;1;1; ;1;2;1;2;1;1;1;6;6;15;1;1;0,989937419
38384;2;1;1; ;2;1;2;1;2;1;2;2;5;15;5;5;0,989937419
38408;2;1;1; ;1;1;1;1;1;2;1;8;4;12;5;2;0,989937419
38442;2;1;1; ;2;1;1;1;1;1;1; ;6;16;2;2;0,989937419
38453;2;1;1; ;1;1;1;1;1;5;1;4;6;14;3;3;0,989937419
38456;2;1;1; ;1;1;1;1;2;1;1; ;4;14;3;3;0,989937419
38465;2;1;1; ;1;1;1;1;2;1;1;2;2;15;2;2;0,989937419
31160;1;1;2; ;1;1;1;4;2;1;1; ;6;14;5;5;0,99016519
13821;1;1;1; ;1;1;1;5;2;7;1;9; ;14; ; ;0,990556307
14101;1;1;1; ;1;1;1;1;2;1;1;6;6;15;5;4;0,990556307
14679;1; ; ;2;2;1;1;3;4;7;3;9;8;14;1;1;0,990556307
14681;1;1;1; ;1;1;1;1;2;1;1;4;6;10;3;3;0,990556307
17282;1; ;1; ;1;1;1;2;2;1;1;2;6;14; ; ;0,990556307
27280;1;1;1; ;1;1;1;1;1;1;2;7; ;14;1;1;0,990556307
27295;1;2; ;2;1;1;1;1;4; ;1; ;7;15; ;2;0,990556307
27300;1;1;1; ;1;1;1;1;2;1;1;2;6; ;3;3;0,990556307
45118;1;1;1; ;1;2;2;1;1;1;1;2;2;15; ; ;0,990556307
39138;1;1;1; ;1;1;1;1;1;1;3;2;8;9;5;2;0,990726067
29725;1;1;1; ;1;1;1;1;1;1;5;7;6; ;2;2;0,990751773
29790;1;1;1; ;2;1;1;1;2;1;1;7;6;14;3;3;0,990751773
31429;1;1;1; ;1;1;1;1;1;1;1;7;2;15; ; ;0,990751773
31850;1;1;1; ;2;1;1;1;1;1;1;4;5;12;1;1;0,990751773
32583;1;1;1; ;2;2;2;1;2;7;1;9;4;15; ; ;0,990751773
32808;1;1;2; ;2;1;2;1;1;1;1;7;6;10;2;2;0,990751773
33516;1;1;1; ;1;1;3;1;1;5;5;9;9;16;1;3;0,990751773
38840;1;1;1; ;1;1;1;1;1;1;4;5;6;15;1;1;0,990751773
39836;1;1;3; ;2;2;1;2;2;1; ;7; ;10;5;2;0,990751773
2752;2;1;1; ;1;1;1;1;2;6;1; ;6;6;4;4;0,990947415
3716;2;1;1; ;2;1;1;1;2;1;1;7;7;16;2;1;0,990947415
6759;2;1;1; ;2;1;2;1;4;1;7; ;9; ; ; ;0,990947415
6931;2;1;1; ;2;1;1;1;1;5;1;7;6; ;1;1;0,990947415
7306;2;1;1; ;2;1;1;1;2;1;1;3;4;15;1;1;0,990947415
7488;2;1;2; ;1;1;1;1;2;1;1;7;6;16; ; ;0,990947415
24344;2; ;1; ;1;1;1;1;2;1;3;7;8; ; ; ;0,990947415
7774;1;1;1; ;2;1;1;1;1;1;1;7; ;15;3;3;0,991024163
7790;1;1;1; ;2;1;2;1;1;1;1;6;1;15;5;3;0,991024163
23750;1;1;2; ;1;1;1;1;1;1;1;7;7;14;1;1;0,991024163
37641;1;1;1; ;1;1;1;1;1;1;1;4;4;12;5;5;0,991024163
45048;1;1;1; ;1;1;1;1;1;1;1;6;4;13;4;4;0,991024163
29186;2;1;1; ;1;1;2;1;2;1;4;4;8;14;3;3;0,991588059
29373;2;1;1; ;1;1;1;1;2;1;1;6;6;14;2;2;0,991588059
35648;2;2; ;2;1;2;2;1;2;1;1;6;6;13;1;1;0,991588059
9061;2;1;1; ;1;1;1;1;1;1;2;2;8;15;5;4;0,9917128
2090;1;1;1; ;2;1;1;1;1;1;1;2;6; ;5;4;0,991918145
6485;1; ;1; ;2;2;2;1;1;1;1;6;6;15; ; ;0,992250345
14468;1;1;1; ;1;1;1;1;1;1;1;4;4; ;3;3;0,992250345
21355;1;1;1; ;1;1;1;1;1;1;1;3;6;15;3;1;0,992250345
22056;1;1;1; ;1;1;1;1;2;1;3;6;6;15;4;4;0,992859475
22239;1;1;1; ;1;1;2;1;1;1;1;1;6;12;5;5;0,992859475
14201;2;1;1; ;1;1;1;1;1;1;1;3;5;15;3;2;0,993452019
14887;2;1;1; ;2;2;3;2;1;1;1;6;6;16;3;1;0,993560777
44618;2;1;1; ;2;2;3;1;2;1;1;7;6;14;5;5;0,993938581
3073;1;1;1; ;1;1;1;1;1;1;1;5;6; ;2;2;0,993991503
26388;1;1;1; ;1;1;1;1;1;1;1;5;5;15;3;2;0,993991503
26456;1;1;1; ;2;1;1;1;2;1;1;3; ;13;5;5;0,993991503
28198;1;1;2; ;2;1;2;1;2; ;1;4;8;15;1;1;0,993991503
34289;1;1;1; ;2;1;1;1;1;1;1;3;4;12;2;2;0,993991503
34346;1;1;1; ;1;1;1;1;4;1;7;3; ;11;1;1;0,993991503
34501;1;2; ;2;1;1;1;1;1; ; ;6; ; ;2;2;0,993991503
34547;1;1;1; ;2;1;1;1;1;1;1;7;6; ;1;1;0,993991503
34670;1;1;1; ;2;1;2;1;1;1;1;6; ; ;1;1;0,993991503
35275;1;1;1; ;1;1;1;1;2;1;1;6;4;16;3;3;0,993991503
41624;1;1;1; ;1;1;1;1;4;7;1;9;4;15; ;2;0,993991503
41668;1;1;1; ;1;1;1;1;1;1;1;4;4;15;4;4;0,993991503
63;2;1;1; ;1;1;1;1;4; ;1; ;6;12; ;2;0,994237382
66;2;1;1; ;2;1;2;1;5;7;1;9;5;14; ;1;0,994237382
8026;2;1;1; ;1;1;1;1;1;1;1;4;4;12;3;3;0,994237382
8034;2;1;1; ;1;1;1;1;2;1;1;6;6;16;3;2;0,994237382
15292;2;1;1; ;1;1;1;1;2;1;1;2;2;15; ; ;0,994237382
19509;2;2; ;2;1;1;2;1;4;7;1;9;6;14; ;2;0,994237382
19511;2;2; ;2;2;1;1;4;2;1;6; ;8;14;2;1;0,994237382
20156;2; ;1; ;2;3;3;1;4;1;7;7;9;15;4; ;0,994237382
20185;2;1;1; ;2;2;2;1;1;5;4;9;8;15;5;1;0,994237382
27591;2; ;1; ;1;1;1;1;1;5;1;8;6; ; ; ;0,994237382
27604;2;1;1; ;1;1;1;1;2;1;1;7;7;16;3;4;0,994237382
27612;2; ;1; ;2;1;1;1;2;1;1; ;7;15;5;1;0,994237382
35483;2;1;1; ;1;1;1;1;1;1;1;7;6;16;4;4;0,994237382
35538;2; ;1; ;1;1;2;1;2;1;1;6;4;14;2;2;0,994237382
38379;2;1;1; ;1;1;2;1;1;1;1;5;5;15;5;2;0,994237382
38404;2;1;1; ;1;1;1;1;1;1;3;7;8;16;1;1;0,994237382
38458;2;1;1; ;2;1;1;1;1;1;1;5;5;16;1;2;0,994237382
5703;1;1;1; ;1;1;1;1;2;1;1;7;5;13;1;4;0,994466142
11659;1;1;2; ;1;1;2;1;1;1;1;6;4;10; ; ;0,994466142
13683;1;1;1; ;1;1;1;1;1;1;1;7;3;8;4;1;0,994466142
14966;1;1;1; ;1;1;1;5;4;7;7;2;7;13; ; ;0,994466142
36902;1;1;1; ;2;1;1;1;1; ; ;9; ;11;5;5;0,994466142
642;2;1;1; ;1;1;1;1;2;1;1;4;6; ;3;1;0,99485291
7122;2;1;1; ;1;1;1;1;1;1;1;6;6;15;4;4;0,99485291
31738;1;1;2; ;2;1;1;1;1;1;1;2;6;10;5;5;0,995055273
31784;1;1;1; ;1;1;1;1;4;7;1;9;2;13; ;3;0,995055273
31811;1;1;2; ;1;1;1; ;2;1;1;3;6;14;5;4;0,995055273
31843;1;2; ;2;1;2;2;1;2;1;4;7;8;17; ; ;0,995055273
33644;1;1;1; ;2;1;2;2;4; ;1; ;6;12; ; ;0,995055273
38203;1;1;1; ;2;2;2;1;1;1;1;4;4;13;3;3;0,995055273
1748;2;1;1; ;1;1;1;1;2;1;1;4;6;10;4;4;0,995200874
1753;2;1;1; ;1;1;1;1;1;1;1;7; ; ;2;1;0,995200874
1756;2;1;1; ;2;1;1;1;1;1;1;7;7;14;2;1;0,995200874
1770;2;1;1; ;1;1;1;2;2; ;1; ;7;15;4; ;0,995200874
1779;2;1;1; ;1;1;1;1;1;1;1;4;5;14;4;4;0,995200874
1789;2;1;1; ;2;1;2;1;1;1;2;6;8;15;4;3;0,995200874
2790;2;1;1; ;1;1;1;2;2;1;1;5;5; ;5;1;0,995200874
2795;2;1;1; ;1;1;1;1;1;1;1;4;2;16;4;4;0,995200874
2816;2;1;1; ;1;1;1;1;1;1;1;2;6;15;2;1;0,995200874
2821;2;1;1; ;1;2;1;1;1;2;1;8;6;16;2;2;0,995200874
2825;2;1;1; ;1;1;1;1;1;1;1;6;7;12;4;2;0,995200874
2848;2; ;1; ;1;1;1;1;1;1;1;6;5;16;2;2;0,995200874
2913;2;1;3; ;1;1;2;1;2;1;1;5;4;17;2;2;0,995200874
2916;2; ;2; ;1;1;1;1;1;4;1; ;2;17;4;4;0,995200874
2925;2;1;1; ;1;1;1;1;2;1;1;9;5;16;5;2;0,995200874
2934;2;1;1; ;1;1;1;1;1;1;1;4;5;14;4;4;0,995200874
2935;2;1;1; ;2;1;1;2;1;1;1;2;2;14;3;3;0,995200874
3747;2;1;1; ;1;1;3;1;1;1;1;6;6;15;4;4;0,995200874
3763;2;1;1; ;2;2;2;1;2;5;2; ;8;17;2;2;0,995200874
3768;2;1;1; ;1;1;1;2;2;1;1; ;4;15;1;3;0,995200874
3770;2;1;1; ;1;1;1;1;1;1;1;2;2;15;4;4;0,995200874
3889;2;1;1; ;1;1;1;1;1;1;3;3;8;16;1;1;0,995200874
5060;2;1;1; ;2;2;2;1;4;2;7;9;9; ;2; ;0,995200874
5084;2;1;1; ;1;1;1;1;2;1;1;2;2;11;5;5;0,995200874
5156;2; ;1; ;2;2;2;2;2;1;4; ; ;12;2;5;0,995200874
9297;2;1;1; ;1;1;1;1;2; ;3; ;8;16; ;1;0,995200874
9593;2;1;1; ;1;1;2;5;2;4;6;2;6; ;5; ;0,995200874
9604;2;1;1; ;1;1;1;1;1;1;1;7;7;15;2;2;0,995200874
9614;2;1;1; ;2;1;1;1;2;4;1;5;4;15;4;1;0,995200874
19007;2;1;1; ;1;1;1;1;2;2;1;8;4;15;5;5;0,995200874
19010;2; ;1; ;1;2;2;1;2; ;1;2;6;16;5;1;0,995200874
19012;2;1;1; ;1;1;1;1;1;1;1;4;4; ;4;3;0,995200874
19022;2;1;1; ;1;1;1;1;2;5;1;6;5;15;5;4;0,995200874
19026;2;1;1; ;1;1;1;1;2;1;1;4;6;12; ;1;0,995200874
19047;2; ;1; ;1;1;1;1;1;1;1;7;6;10;4;4;0,995200874
19066;2;1;1; ;2;1;2;1;2;1;2;1; ; ;1;1;0,995200874
22372;2; ;1; ;1;1;1;1;1;5;1; ;6;15;1;3;0,995200874
22383;2; ;1; ;1;1;1;1;2;1;1;3;6;14;5;5;0,995200874
22386;2;1;1; ;1;1;1;1;1;1;1;6;6; ;2;1;0,995200874
22392;2;1;1; ;1;1;1;1;2;1;1;6;6;13;2;2;0,995200874
22402;2;1;1; ;1;1;1;1;1;1;3;2;8; ;1;1;0,995200874
22508;2;1;1; ;1;1;1;1;1;1;1;2;4;14;4;4;0,995200874
22523;2;1;1; ;2;1;1;1;2;1;1;4;1;13;3;3;0,995200874
22538;2;1;1; ;1;1;1;1;1;1;1;6;6;16;4;1;0,995200874
22544;2;1;1; ;1;1;1;1;4;7;2;9;6;15; ;5;0,995200874
23009;2;2; ; ;2;1;1;1;2; ;1; ;6;15; ;2;0,995200874
23023;2;1;1; ;1;1;1;1;1;1;1;6;4;16;2;2;0,995200874
23026;2; ;2; ;1;1;1;1;2;1;1;2;6;16;3;2;0,995200874
23037;2;1;1; ;1;2;1;1;1;1;1;4; ;15;3;2;0,995200874
28084;2;1;1; ;1;1;1;1;1;1;1;5;5;11;3;3;0,995200874
28094;2;1;1; ;1;2;1;1;1;5;1; ;5;15;2;1;0,995200874
28098;2;1;1; ;1;1;1;1;1;1;1;5; ;15;2;2;0,995200874
28125;2; ;1; ;1;1;1;1;1;1;1;7;7; ;1;1;0,995200874
28129;2; ;1; ;1;1;1;1;1;1;1;6;6; ;4;4;0,995200874
28143;2;1;1; ;1;1;2;1;2;1;2;7;8;17;1;1;0,995200874
35881;2; ;1; ;1;1;1;1;4;7;1;9;4;15;1;1;0,995200874
35886;2;1;1; ;1;2;1;1;1;1;1;6;6;16;1;3;0,995200874
35896;2;1;1; ;1;1;1;1;1;1;1;4;4;14;4;4;0,995200874
37079;2;1;1; ;1;1;1;1;2;6;1; ;6;15; ;2;0,995200874
37085;2; ;2; ;1;1;1;1;1;1;1;1;1;15;2;2;0,995200874
37089;2;1;1; ;1;1;1;1;2;1;1;2;6;11; ;2;0,995200874
37095;2;1;1; ;1;1;1;1;1;1;1;7;5;15;3;1;0,995200874
37097;2;1;1; ;1;1;1;1;2;1;1;2;2;15;5;4;0,995200874
37098;2; ;1; ;1;1;1;1;2;1;1;3;4;15;2;2;0,995200874
37101;2;1;3; ;1;1;1;1;2;7;3;9;8; ;1; ;0,995200874
37118;2;2; ;2;2;1;1;1;2;6;2;9;8;16; ;3;0,995200874
37120;2;1;1; ;1;1;2;1;1;1;1;7;6;16;4;4;0,995200874
37125;2; ;1; ;1;1;1;1;2;1;1;4;4;15;5;2;0,995200874
37128;2;1;1; ;1;1;1;1;1;1;4;2;6;15;3;2;0,995200874
37134;2;1;1; ;1;1;1;1;1;1;1;2;4;16;4;4;0,995200874
37148;2;1;1; ;1;1;1;1;4;7;1;9;6;16; ;4;0,995200874
39545;2;1;1; ;1;1;2;1;2;1;1;7;6;15;4;3;0,995200874
39546;2;1;1; ;1;1;1;1;1;1;1;6;4;14;3;3;0,995200874
39556;2;1;1; ;1;1;1;1;4;7;1;9;2;15; ;4;0,995200874
39558;2;1;1; ;1;1;1;1;1;1;1;2;6;14;4;4;0,995200874
39564;2;1;1; ;1;1;1;1;1;1;1;6;4;12;5;5;0,995200874
39565;2;1;1; ;1;1;1;1;2;1;1;6;6;14;5;3;0,995200874
39575;2;1;1; ;2;1;1;2;2;1;1;7;3;15;2;2;0,995200874
44264;2;1;1; ;1;1;1;1;2;1;1;7;6;14;2;1;0,995200874
44272;2;1;1; ;1;1;1;1;1;1;1;7;5;15;5;4;0,995200874
44276;2;1;1; ;2;2;2;1;2;1;1;6;6;15;1;2;0,995200874
44288;2;1;1; ;1;1;1;1;1;1;1;7;6;16;4;4;0,995200874
